1	277.14	277.14	277.14	277.14	277.14	277.14	277.14	277.14	277.14
2	277.16	277.16	277.16	277.16	277.16	277.16	277.16	277.16	277.16
3	277.16	277.16	277.16	277.16	277.16	277.16	277.16	277.16	277.16
4	277.16	277.16	277.16	277.16	277.16	277.16	277.16	277.16	277.16
5	277.17	277.17	277.17	277.17	277.17	277.17	277.17	277.17	277.17
6	277.17	277.17	277.17	277.17	277.17	277.17	277.17	277.17	277.17
7	277.17	277.17	277.17	277.17	277.17	277.17	277.17	277.17	277.17
8	277.17	277.17	277.17	277.17	277.17	277.17	277.17	277.17	277.17
9	277.18	277.18	277.18	277.18	277.18	277.18	277.18	277.18	277.18
10	277.18	277.18	277.18	277.18	277.18	277.18	277.18	277.18	277.18
11	277.19	277.19	277.19	277.19	277.19	277.19	277.19	277.19	277.19
12	277.2	277.2	277.2	277.2	277.2	277.2	277.2	277.2	277.2
13	277.2	277.2	277.2	277.2	277.2	277.2	277.2	277.2	277.2
14	277.2	277.2	277.2	277.2	277.2	277.2	277.2	277.2	277.2
15	277.21	277.21	277.21	277.21	277.21	277.21	277.21	277.21	277.21
16	277.22	277.22	277.22	277.22	277.22	277.22	277.22	277.22	277.22
17	277.22	277.22	277.22	277.22	277.22	277.22	277.22	277.22	277.22
18	277.23	277.23	277.23	277.23	277.23	277.23	277.23	277.23	277.23
19	277.23	277.23	277.23	277.23	277.23	277.23	277.23	277.23	277.23
20	277.23	277.23	277.23	277.23	277.23	277.23	277.23	277.23	277.23
21	277.23	277.23	277.23	277.23	277.23	277.23	277.23	277.23	277.23
22	277.24	277.24	277.24	277.24	277.24	277.24	277.24	277.24	277.24
23	277.24	277.24	277.24	277.24	277.24	277.24	277.24	277.24	277.24
24	277.25	277.25	277.25	277.25	277.25	277.25	277.25	277.25	277.25
25	277.26	277.26	277.26	277.26	277.26	277.26	277.26	277.26	277.26
26	277.26	277.26	277.26	277.26	277.26	277.26	277.26	277.26	277.26
27	277.28	277.28	277.28	277.28	277.28	277.28	277.28	277.28	277.28
28	277.28	277.28	277.28	277.28	277.28	277.28	277.28	277.28	277.28
29	277.28	277.28	277.28	277.28	277.28	277.28	277.28	277.28	277.28
30	277.28	277.28	277.28	277.28	277.28	277.28	277.28	277.28	277.28
31	277.29	277.29	277.29	277.29	277.29	277.29	277.29	277.29	277.29
32	277.29	277.29	277.29	277.29	277.29	277.29	277.29	277.29	277.29
33	277.29	277.29	277.29	277.29	277.29	277.29	277.29	277.29	277.29
34	277.3	277.3	277.3	277.3	277.3	277.3	277.3	277.3	277.3
35	277.3	277.3	277.3	277.3	277.3	277.3	277.3	277.3	277.3
36	277.3	277.3	277.3	277.3	277.3	277.3	277.3	277.3	277.3
37	277.31	277.31	277.31	277.31	277.31	277.31	277.31	277.31	277.31
38	277.32	277.32	277.32	277.32	277.32	277.32	277.32	277.32	277.32
39	277.32	277.32	277.32	277.32	277.32	277.32	277.32	277.32	277.32
40	277.33	277.33	277.33	277.33	277.33	277.33	277.33	277.33	277.33
41	277.33	277.33	277.33	277.33	277.33	277.33	277.33	277.33	277.33
42	277.33	277.33	277.33	277.33	277.33	277.33	277.33	277.33	277.33
43	277.34	277.34	277.34	277.34	277.34	277.34	277.34	277.34	277.34
44	277.34	277.34	277.34	277.34	277.34	277.34	277.34	277.34	277.34
45	277.34	277.34	277.34	277.34	277.34	277.34	277.34	277.34	277.34
46	277.35	277.35	277.35	277.35	277.35	277.35	277.35	277.35	277.35
47	277.35	277.35	277.35	277.35	277.35	277.35	277.35	277.35	277.35
48	277.35	277.35	277.35	277.35	277.35	277.35	277.35	277.35	277.35
49	277.36	277.36	277.36	277.36	277.36	277.36	277.36	277.36	277.36
50	277.36	277.36	277.36	277.36	277.36	277.36	277.36	277.36	277.36
51	277.36	277.36	277.36	277.36	277.36	277.36	277.36	277.36	277.36
52	277.37	277.37	277.37	277.37	277.37	277.37	277.37	277.37	277.37
53	277.37	277.37	277.37	277.37	277.37	277.37	277.37	277.37	277.37
54	277.38	277.38	277.38	277.38	277.38	277.38	277.38	277.38	277.38
55	277.38	277.38	277.38	277.38	277.38	277.38	277.38	277.38	277.38
56	277.39	277.39	277.39	277.39	277.39	277.39	277.39	277.39	277.39
57	277.39	277.39	277.39	277.39	277.39	277.39	277.39	277.39	277.39
58	277.39	277.39	277.39	277.39	277.39	277.39	277.39	277.39	277.39
59	277.39	277.39	277.39	277.39	277.39	277.39	277.39	277.39	277.39
60	277.4	277.4	277.4	277.4	277.4	277.4	277.4	277.4	277.4
61	277.4	277.4	277.4	277.4	277.4	277.4	277.4	277.4	277.4
62	277.41	277.41	277.41	277.41	277.41	277.41	277.41	277.41	277.41
63	277.41	277.41	277.41	277.41	277.41	277.41	277.41	277.41	277.41
64	277.42	277.42	277.42	277.42	277.42	277.42	277.42	277.42	277.42
65	277.37968	277.37968	277.37968	277.37968	277.37968	277.37968	277.37968	277.37968	277.37968
66	277.39112	277.39112	277.39112	277.39112	277.39112	277.39112	277.39112	277.39112	277.39112
67	277.39112	277.39112	277.39112	277.39112	277.39112	277.39112	277.39112	277.39112	277.39112
68	277.39112	277.39112	277.39112	277.39112	277.39112	277.39112	277.39112	277.39112	277.39112
